hauljoin,vessel,cruise,haul,stratum,area_id,year,latitude,longitude,start_time,species_code,common_name,specimenid,length_mm,weight_g,age,sex,stationid,cpue_kg_km2,number_fish,cpue_no_km2,effot_km2
-13487,89,200501,7,31,3,2005,57.66536,-160.269855,6/4/2005 12:11,21720,Pacific cod,44,210,88,2,2,NA,NA,NA,NA,NA
-13487,89,200501,7,31,3,2005,57.66536,-160.269855,6/4/2005 12:11,21720,Pacific cod,45,230,132,2,2,NA,NA,NA,NA,NA
-13487,89,200501,7,31,3,2005,57.66536,-160.269855,6/4/2005 12:11,21720,Pacific cod,46,180,52,1,2,NA,NA,NA,NA,NA
-13487,89,200501,7,31,3,2005,57.66536,-160.269855,6/4/2005 12:11,21720,Pacific cod,47,220,104,2,2,NA,NA,NA,NA,NA
-13487,89,200501,7,31,3,2005,57.66536,-160.269855,6/4/2005 12:11,21720,Pacific cod,48,300,320,3,2,NA,NA,NA,NA,NA
-13487,89,200501,7,31,3,2005,57.66536,-160.269855,6/4/2005 12:11,21720,Pacific cod,49,530,1398,5,2,NA,NA,NA,NA,NA
-13487,89,200501,7,31,3,2005,57.66536,-160.269855,6/4/2005 12:11,21720,Pacific cod,50,390,702,3,2,NA,NA,NA,NA,NA
-13487,89,200501,7,31,3,2005,57.66536,-160.269855,6/4/2005 12:11,21720,Pacific cod,51,340,432,3,1,NA,NA,NA,NA,NA
-13487,89,200501,7,31,3,2005,57.66536,-160.269855,6/4/2005 12:11,21720,Pacific cod,52,390,674,3,1,NA,NA,NA,NA,NA
-13487,89,200501,7,31,3,2005,57.66536,-160.269855,6/4/2005 12:11,21720,Pacific cod,53,470,1140,4,1,NA,NA,NA,NA,NA
-13487,89,200501,7,31,3,2005,57.66536,-160.269855,6/4/2005 12:11,21720,Pacific cod,57,350,442,3,1,NA,NA,NA,NA,NA
-13487,89,200501,7,31,3,2005,57.66536,-160.269855,6/4/2005 12:11,21720,Pacific cod,54,370,538,3,1,NA,NA,NA,NA,NA
-13487,89,200501,7,31,3,2005,57.66536,-160.269855,6/4/2005 12:11,21720,Pacific cod,55,430,762,3,1,NA,NA,NA,NA,NA
-13487,89,200501,7,31,3,2005,57.66536,-160.269855,6/4/2005 12:11,21720,Pacific cod,56,360,512,3,1,NA,NA,NA,NA,NA
-13487,89,200501,7,31,3,2005,57.66536,-160.269855,6/4/2005 12:11,21720,Pacific cod,58,300,260,3,1,NA,NA,NA,NA,NA
-13487,89,200501,7,31,3,2005,57.66536,-160.269855,6/4/2005 12:11,21720,Pacific cod,59,320,330,3,1,NA,NA,NA,NA,NA
-13487,89,200501,7,31,3,2005,57.66536,-160.269855,6/4/2005 12:11,21720,Pacific cod,60,280,246,2,1,NA,NA,NA,NA,NA
-13487,89,200501,7,31,3,2005,57.66536,-160.269855,6/4/2005 12:11,21720,Pacific cod,61,230,134,1,1,NA,NA,NA,NA,NA
-13487,89,200501,7,31,3,2005,57.66536,-160.269855,6/4/2005 12:11,21720,Pacific cod,62,250,166,2,1,NA,NA,NA,NA,NA
-13487,89,200501,7,31,3,2005,57.66536,-160.269855,6/4/2005 12:11,21720,Pacific cod,63,200,68,1,1,NA,NA,NA,NA,NA
-13487,89,200501,7,31,3,2005,57.66536,-160.269855,6/4/2005 12:11,21720,Pacific cod,64,180,56,1,1,NA,NA,NA,NA,NA
-13487,89,200501,7,31,3,2005,57.66536,-160.269855,6/4/2005 12:11,21720,Pacific cod,65,220,114,2,1,NA,NA,NA,NA,NA
-13487,89,200501,7,31,3,2005,57.66536,-160.269855,6/4/2005 12:11,21720,Pacific cod,66,190,64,1,1,NA,NA,NA,NA,NA
-13487,89,200501,7,31,3,2005,57.66536,-160.269855,6/4/2005 12:11,21720,Pacific cod,67,270,182,2,1,NA,NA,NA,NA,NA
-13487,89,200501,7,31,3,2005,57.66536,-160.269855,6/4/2005 12:11,21720,Pacific cod,68,210,76,1,1,NA,NA,NA,NA,NA
-13487,89,200501,7,31,3,2005,57.66536,-160.269855,6/4/2005 12:11,21720,Pacific cod,69,170,52,1,1,NA,NA,NA,NA,NA
-13487,89,200501,7,31,3,2005,57.66536,-160.269855,6/4/2005 12:11,21720,Pacific cod,70,160,40,1,1,NA,NA,NA,NA,NA
-13494,89,200501,14,31,3,2005,57.330615,-160.941005,6/5/2005 17:37,21720,Pacific cod,71,370,474,3,1,NA,NA,NA,NA,NA
-13494,89,200501,14,31,3,2005,57.330615,-160.941005,6/5/2005 17:37,21720,Pacific cod,72,350,456,3,1,NA,NA,NA,NA,NA
-13494,89,200501,14,31,3,2005,57.330615,-160.941005,6/5/2005 17:37,21720,Pacific cod,73,510,1396,4,1,NA,NA,NA,NA,NA
-13494,89,200501,14,31,3,2005,57.330615,-160.941005,6/5/2005 17:37,21720,Pacific cod,74,540,1632,5,1,NA,NA,NA,NA,NA
-13494,89,200501,14,31,3,2005,57.330615,-160.941005,6/5/2005 17:37,21720,Pacific cod,75,380,454,3,1,NA,NA,NA,NA,NA
-13494,89,200501,14,31,3,2005,57.330615,-160.941005,6/5/2005 17:37,21720,Pacific cod,76,310,282,2,1,NA,NA,NA,NA,NA
-13494,89,200501,14,31,3,2005,57.330615,-160.941005,6/5/2005 17:37,21720,Pacific cod,77,240,122,2,1,NA,NA,NA,NA,NA
-13494,89,200501,14,31,3,2005,57.330615,-160.941005,6/5/2005 17:37,21720,Pacific cod,78,400,650,3,1,NA,NA,NA,NA,NA
-13494,89,200501,14,31,3,2005,57.330615,-160.941005,6/5/2005 17:37,21720,Pacific cod,79,810,6110,8,1,NA,NA,NA,NA,NA
-13494,89,200501,14,31,3,2005,57.330615,-160.941005,6/5/2005 17:37,21720,Pacific cod,80,330,342,3,1,NA,NA,NA,NA,NA
-13494,89,200501,14,31,3,2005,57.330615,-160.941005,6/5/2005 17:37,21720,Pacific cod,81,460,814,4,1,NA,NA,NA,NA,NA
-13494,89,200501,14,31,3,2005,57.330615,-160.941005,6/5/2005 17:37,21720,Pacific cod,82,550,1640,6,2,NA,NA,NA,NA,NA
-13494,89,200501,14,31,3,2005,57.330615,-160.941005,6/5/2005 17:37,21720,Pacific cod,83,460,948,4,2,NA,NA,NA,NA,NA
-13494,89,200501,14,31,3,2005,57.330615,-160.941005,6/5/2005 17:37,21720,Pacific cod,84,510,1384,5,2,NA,NA,NA,NA,NA
-13494,89,200501,14,31,3,2005,57.330615,-160.941005,6/5/2005 17:37,21720,Pacific cod,85,560,2090,5,2,NA,NA,NA,NA,NA
-13494,89,200501,14,31,3,2005,57.330615,-160.941005,6/5/2005 17:37,21720,Pacific cod,86,480,1056,4,2,NA,NA,NA,NA,NA
-13494,89,200501,14,31,3,2005,57.330615,-160.941005,6/5/2005 17:37,21720,Pacific cod,87,500,1282,4,2,NA,NA,NA,NA,NA
-13494,89,200501,14,31,3,2005,57.330615,-160.941005,6/5/2005 17:37,21720,Pacific cod,88,880,8605,8,2,NA,NA,NA,NA,NA
-13494,89,200501,14,31,3,2005,57.330615,-160.941005,6/5/2005 17:37,21720,Pacific cod,89,820,7095,8,2,NA,NA,NA,NA,NA
-13494,89,200501,14,31,3,2005,57.330615,-160.941005,6/5/2005 17:37,21720,Pacific cod,90,700,4258,6,2,NA,NA,NA,NA,NA
-13494,89,200501,14,31,3,2005,57.330615,-160.941005,6/5/2005 17:37,21720,Pacific cod,91,440,932,4,2,NA,NA,NA,NA,NA
-13494,89,200501,14,31,3,2005,57.330615,-160.941005,6/5/2005 17:37,21720,Pacific cod,92,380,990,3,2,NA,NA,NA,NA,NA
-13494,89,200501,14,31,3,2005,57.330615,-160.941005,6/5/2005 17:37,21720,Pacific cod,93,400,634,3,2,NA,NA,NA,NA,NA
-13494,89,200501,14,31,3,2005,57.330615,-160.941005,6/5/2005 17:37,21720,Pacific cod,95,260,154,2,2,NA,NA,NA,NA,NA
-13501,89,200501,21,10,1,2005,57.67084,-162.752605,6/7/2005 12:22,21720,Pacific cod,124,210,80,2,1,NA,NA,NA,NA,NA
-13501,89,200501,21,10,1,2005,57.67084,-162.752605,6/7/2005 12:22,21720,Pacific cod,125,170,36,1,1,NA,NA,NA,NA,NA
-13501,89,200501,21,10,1,2005,57.67084,-162.752605,6/7/2005 12:22,21720,Pacific cod,126,230,104,1,1,NA,NA,NA,NA,NA
-13501,89,200501,21,10,1,2005,57.67084,-162.752605,6/7/2005 12:22,21720,Pacific cod,127,490,1258,4,1,NA,NA,NA,NA,NA
-13501,89,200501,21,10,1,2005,57.67084,-162.752605,6/7/2005 12:22,21720,Pacific cod,128,450,814,4,1,NA,NA,NA,NA,NA
-13501,89,200501,21,10,1,2005,57.67084,-162.752605,6/7/2005 12:22,21720,Pacific cod,129,380,502,3,1,NA,NA,NA,NA,NA
-13501,89,200501,21,10,1,2005,57.67084,-162.752605,6/7/2005 12:22,21720,Pacific cod,130,180,44,1,1,NA,NA,NA,NA,NA
-13501,89,200501,21,10,1,2005,57.67084,-162.752605,6/7/2005 12:22,21720,Pacific cod,96,370,484,2,2,NA,NA,NA,NA,NA
-13501,89,200501,21,10,1,2005,57.67084,-162.752605,6/7/2005 12:22,21720,Pacific cod,97,420,740,4,2,NA,NA,NA,NA,NA
-13501,89,200501,21,10,1,2005,57.67084,-162.752605,6/7/2005 12:22,21720,Pacific cod,98,480,946,NA,2,NA,NA,NA,NA,NA
-13501,89,200501,21,10,1,2005,57.67084,-162.752605,6/7/2005 12:22,21720,Pacific cod,99,360,440,3,2,NA,NA,NA,NA,NA
-13501,89,200501,21,10,1,2005,57.67084,-162.752605,6/7/2005 12:22,21720,Pacific cod,100,620,2834,NA,2,NA,NA,NA,NA,NA
-13501,89,200501,21,10,1,2005,57.67084,-162.752605,6/7/2005 12:22,21720,Pacific cod,101,380,548,3,2,NA,NA,NA,NA,NA
-13501,89,200501,21,10,1,2005,57.67084,-162.752605,6/7/2005 12:22,21720,Pacific cod,102,340,374,3,2,NA,NA,NA,NA,NA
-13501,89,200501,21,10,1,2005,57.67084,-162.752605,6/7/2005 12:22,21720,Pacific cod,103,400,544,3,2,NA,NA,NA,NA,NA
-13501,89,200501,21,10,1,2005,57.67084,-162.752605,6/7/2005 12:22,21720,Pacific cod,104,260,148,2,2,NA,NA,NA,NA,NA
-13501,89,200501,21,10,1,2005,57.67084,-162.752605,6/7/2005 12:22,21720,Pacific cod,105,250,130,2,2,NA,NA,NA,NA,NA
-13501,89,200501,21,10,1,2005,57.67084,-162.752605,6/7/2005 12:22,21720,Pacific cod,106,220,92,1,2,NA,NA,NA,NA,NA
-13501,89,200501,21,10,1,2005,57.67084,-162.752605,6/7/2005 12:22,21720,Pacific cod,107,230,116,1,2,NA,NA,NA,NA,NA
-13501,89,200501,21,10,1,2005,57.67084,-162.752605,6/7/2005 12:22,21720,Pacific cod,108,210,86,2,2,NA,NA,NA,NA,NA
-13501,89,200501,21,10,1,2005,57.67084,-162.752605,6/7/2005 12:22,21720,Pacific cod,109,330,308,2,1,NA,NA,NA,NA,NA
-13501,89,200501,21,10,1,2005,57.67084,-162.752605,6/7/2005 12:22,21720,Pacific cod,110,350,400,3,1,NA,NA,NA,NA,NA
-13501,89,200501,21,10,1,2005,57.67084,-162.752605,6/7/2005 12:22,21720,Pacific cod,111,460,884,5,1,NA,NA,NA,NA,NA
-13501,89,200501,21,10,1,2005,57.67084,-162.752605,6/7/2005 12:22,21720,Pacific cod,112,280,174,2,1,NA,NA,NA,NA,NA
-13501,89,200501,21,10,1,2005,57.67084,-162.752605,6/7/2005 12:22,21720,Pacific cod,113,240,132,2,1,NA,NA,NA,NA,NA
-13501,89,200501,21,10,1,2005,57.67084,-162.752605,6/7/2005 12:22,21720,Pacific cod,114,270,174,2,1,NA,NA,NA,NA,NA
-13501,89,200501,21,10,1,2005,57.67084,-162.752605,6/7/2005 12:22,21720,Pacific cod,115,220,88,1,1,NA,NA,NA,NA,NA
-13501,89,200501,21,10,1,2005,57.67084,-162.752605,6/7/2005 12:22,21720,Pacific cod,116,190,58,1,1,NA,NA,NA,NA,NA
-13501,89,200501,21,10,1,2005,57.67084,-162.752605,6/7/2005 12:22,21720,Pacific cod,117,320,326,3,1,NA,NA,NA,NA,NA
-13501,89,200501,21,10,1,2005,57.67084,-162.752605,6/7/2005 12:22,21720,Pacific cod,118,360,442,2,1,NA,NA,NA,NA,NA
-13501,89,200501,21,10,1,2005,57.67084,-162.752605,6/7/2005 12:22,21720,Pacific cod,119,390,574,3,1,NA,NA,NA,NA,NA
-13501,89,200501,21,10,1,2005,57.67084,-162.752605,6/7/2005 12:22,21720,Pacific cod,123,260,158,2,1,NA,NA,NA,NA,NA
-13501,89,200501,21,10,1,2005,57.67084,-162.752605,6/7/2005 12:22,21720,Pacific cod,120,250,134,1,1,NA,NA,NA,NA,NA
-13501,89,200501,21,10,1,2005,57.67084,-162.752605,6/7/2005 12:22,21720,Pacific cod,121,610,2132,7,1,NA,NA,NA,NA,NA
-13501,89,200501,21,10,1,2005,57.67084,-162.752605,6/7/2005 12:22,21720,Pacific cod,122,340,420,3,1,NA,NA,NA,NA,NA
-13502,89,200501,22,10,1,2005,57.32706,-162.797895,6/7/2005 15:01,21720,Pacific cod,131,570,2050,5,2,NA,NA,NA,NA,NA
-13502,89,200501,22,10,1,2005,57.32706,-162.797895,6/7/2005 15:01,21720,Pacific cod,132,920,10325,10,2,NA,NA,NA,NA,NA
-13502,89,200501,22,10,1,2005,57.32706,-162.797895,6/7/2005 15:01,21720,Pacific cod,133,420,742,4,2,NA,NA,NA,NA,NA
-13502,89,200501,22,10,1,2005,57.32706,-162.797895,6/7/2005 15:01,21720,Pacific cod,134,510,1552,4,1,NA,NA,NA,NA,NA
-13502,89,200501,22,10,1,2005,57.32706,-162.797895,6/7/2005 15:01,21720,Pacific cod,135,440,896,4,1,NA,NA,NA,NA,NA
-13502,89,200501,22,10,1,2005,57.32706,-162.797895,6/7/2005 15:01,21720,Pacific cod,136,480,1198,3,1,NA,NA,NA,NA,NA
-13507,89,200501,27,31,3,2005,55.335425,-163.414455,6/9/2005 6:56,21720,Pacific cod,145,560,2216,NA,2,NA,NA,NA,NA,NA
-13507,89,200501,27,31,3,2005,55.335425,-163.414455,6/9/2005 6:56,21720,Pacific cod,146,490,1186,4,2,NA,NA,NA,NA,NA
-13507,89,200501,27,31,3,2005,55.335425,-163.414455,6/9/2005 6:56,21720,Pacific cod,147,430,1078,3,2,NA,NA,NA,NA,NA
-13507,89,200501,27,31,3,2005,55.335425,-163.414455,6/9/2005 6:56,21720,Pacific cod,148,550,1840,5,2,NA,NA,NA,NA,NA
-13507,89,200501,27,31,3,2005,55.335425,-163.414455,6/9/2005 6:56,21720,Pacific cod,152,500,1198,4,1,NA,NA,NA,NA,NA
-13507,89,200501,27,31,3,2005,55.335425,-163.414455,6/9/2005 6:56,21720,Pacific cod,149,870,8490,8,2,NA,NA,NA,NA,NA
-13507,89,200501,27,31,3,2005,55.335425,-163.414455,6/9/2005 6:56,21720,Pacific cod,150,850,5342,9,1,NA,NA,NA,NA,NA
-13507,89,200501,27,31,3,2005,55.335425,-163.414455,6/9/2005 6:56,21720,Pacific cod,151,790,5798,7,1,NA,NA,NA,NA,NA
-13507,89,200501,27,31,3,2005,55.335425,-163.414455,6/9/2005 6:56,21720,Pacific cod,153,530,1770,4,1,NA,NA,NA,NA,NA
-13507,89,200501,27,31,3,2005,55.335425,-163.414455,6/9/2005 6:56,21720,Pacific cod,154,400,654,3,1,NA,NA,NA,NA,NA
-13505,89,200501,25,31,3,2005,55.998505,-162.825305,6/8/2005 9:52,21720,Pacific cod,137,760,4530,6,1,NA,NA,NA,NA,NA
-13505,89,200501,25,31,3,2005,55.998505,-162.825305,6/8/2005 9:52,21720,Pacific cod,138,870,8010,8,1,NA,NA,NA,NA,NA
-13505,89,200501,25,31,3,2005,55.998505,-162.825305,6/8/2005 9:52,21720,Pacific cod,139,650,3102,NA,1,NA,NA,NA,NA,NA
-13505,89,200501,25,31,3,2005,55.998505,-162.825305,6/8/2005 9:52,21720,Pacific cod,140,540,1482,4,1,NA,NA,NA,NA,NA
-13505,89,200501,25,31,3,2005,55.998505,-162.825305,6/8/2005 9:52,21720,Pacific cod,141,530,1650,5,2,NA,NA,NA,NA,NA
-13505,89,200501,25,31,3,2005,55.998505,-162.825305,6/8/2005 9:52,21720,Pacific cod,142,610,2632,6,2,NA,NA,NA,NA,NA
-13505,89,200501,25,31,3,2005,55.998505,-162.825305,6/8/2005 9:52,21720,Pacific cod,143,490,1222,4,2,NA,NA,NA,NA,NA
-13505,89,200501,25,31,3,2005,55.998505,-162.825305,6/8/2005 9:52,21720,Pacific cod,144,520,1306,NA,2,NA,NA,NA,NA,NA
-13510,89,200501,30,31,3,2005,55.97222,-163.955945,6/9/2005 15:50,21720,Pacific cod,155,420,712,3,2,NA,NA,NA,NA,NA
-13510,89,200501,30,31,3,2005,55.97222,-163.955945,6/9/2005 15:50,21720,Pacific cod,156,590,2316,5,1,NA,NA,NA,NA,NA
-13510,89,200501,30,31,3,2005,55.97222,-163.955945,6/9/2005 15:50,21720,Pacific cod,157,650,3410,5,1,NA,NA,NA,NA,NA
-13510,89,200501,30,31,3,2005,55.97222,-163.955945,6/9/2005 15:50,21720,Pacific cod,158,600,2486,5,1,NA,NA,NA,NA,NA
-13511,89,200501,31,31,3,2005,56.342515,-163.9636,6/9/2005 18:45,21720,Pacific cod,159,860,7370,9,1,NA,NA,NA,NA,NA
-13511,89,200501,31,31,3,2005,56.342515,-163.9636,6/9/2005 18:45,21720,Pacific cod,160,730,5494,7,1,NA,NA,NA,NA,NA
-13511,89,200501,31,31,3,2005,56.342515,-163.9636,6/9/2005 18:45,21720,Pacific cod,161,790,6670,7,1,NA,NA,NA,NA,NA
-13511,89,200501,31,31,3,2005,56.342515,-163.9636,6/9/2005 18:45,21720,Pacific cod,162,440,892,3,1,NA,NA,NA,NA,NA
-13511,89,200501,31,31,3,2005,56.342515,-163.9636,6/9/2005 18:45,21720,Pacific cod,163,430,764,3,1,NA,NA,NA,NA,NA
-13511,89,200501,31,31,3,2005,56.342515,-163.9636,6/9/2005 18:45,21720,Pacific cod,164,870,9480,10,1,NA,NA,NA,NA,NA
-13511,89,200501,31,31,3,2005,56.342515,-163.9636,6/9/2005 18:45,21720,Pacific cod,165,760,6515,7,1,NA,NA,NA,NA,NA
-13511,89,200501,31,31,3,2005,56.342515,-163.9636,6/9/2005 18:45,21720,Pacific cod,166,860,9565,8,2,NA,NA,NA,NA,NA
-13511,89,200501,31,31,3,2005,56.342515,-163.9636,6/9/2005 18:45,21720,Pacific cod,167,810,6375,8,2,NA,NA,NA,NA,NA
-13511,89,200501,31,31,3,2005,56.342515,-163.9636,6/9/2005 18:45,21720,Pacific cod,168,450,828,3,2,NA,NA,NA,NA,NA
-13514,89,200501,34,31,3,2005,57.33696,-164.012155,6/10/2005 11:48,21720,Pacific cod,169,550,2090,7,1,NA,NA,NA,NA,NA
-13514,89,200501,34,31,3,2005,57.33696,-164.012155,6/10/2005 11:48,21720,Pacific cod,170,630,3022,6,1,NA,NA,NA,NA,NA
-13514,89,200501,34,31,3,2005,57.33696,-164.012155,6/10/2005 11:48,21720,Pacific cod,171,580,2426,5,1,NA,NA,NA,NA,NA
-13514,89,200501,34,31,3,2005,57.33696,-164.012155,6/10/2005 11:48,21720,Pacific cod,172,640,2354,6,1,NA,NA,NA,NA,NA
-13514,89,200501,34,31,3,2005,57.33696,-164.012155,6/10/2005 11:48,21720,Pacific cod,174,460,886,4,1,NA,NA,NA,NA,NA
-13514,89,200501,34,31,3,2005,57.33696,-164.012155,6/10/2005 11:48,21720,Pacific cod,175,640,3280,5,2,NA,NA,NA,NA,NA
-13514,89,200501,34,31,3,2005,57.33696,-164.012155,6/10/2005 11:48,21720,Pacific cod,176,670,3324,7,2,NA,NA,NA,NA,NA
-13514,89,200501,34,31,3,2005,57.33696,-164.012155,6/10/2005 11:48,21720,Pacific cod,177,630,2890,6,2,NA,NA,NA,NA,NA
-13514,89,200501,34,31,3,2005,57.33696,-164.012155,6/10/2005 11:48,21720,Pacific cod,178,600,2204,6,2,NA,NA,NA,NA,NA
-13514,89,200501,34,31,3,2005,57.33696,-164.012155,6/10/2005 11:48,21720,Pacific cod,179,900,8430,11,2,NA,NA,NA,NA,NA
-13514,89,200501,34,31,3,2005,57.33696,-164.012155,6/10/2005 11:48,21720,Pacific cod,180,620,2686,7,2,NA,NA,NA,NA,NA
-13514,89,200501,34,31,3,2005,57.33696,-164.012155,6/10/2005 11:48,21720,Pacific cod,181,440,804,3,2,NA,NA,NA,NA,NA
-13514,89,200501,34,31,3,2005,57.33696,-164.012155,6/10/2005 11:48,21720,Pacific cod,182,390,662,3,2,NA,NA,NA,NA,NA
-13515,89,200501,35,10,1,2005,57.664595,-164.0016,6/10/2005 14:20,21720,Pacific cod,183,470,902,4,1,NA,NA,NA,NA,NA
-13515,89,200501,35,10,1,2005,57.664595,-164.0016,6/10/2005 14:20,21720,Pacific cod,184,450,856,4,1,NA,NA,NA,NA,NA
